taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Genome Size   * assembled	Gene Count   * assembled
2681813397	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA259E17	King Abdullah University of Science and Technology	2681813397	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259E17	883132	1164
2698536754	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Micrarchaeota archaeon_FK.AMD.2010.bin.22	BGI-shenzhen	2698536754	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	863466	970
2639762994	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei WWM610	"University of Illinois, Urbana-Champaign"	2639762994	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4096482	3557
2264867231	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-D15 (contamination screened) (GBS-N_001_9)	DOE Joint Genome Institute (JGI)	2264867231	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	507023	593
2675903501	Archaea	Finished	Genome sequence of Halobacterium hubeiense	Halobacterium hubeiense JI20-1	University of Helsinki	2675903501	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium hubeiense	3130345	3371
2264867220	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon JGI 0000001-B8 (contamination screened) (GBS-A_001_113)	DOE Joint Genome Institute (JGI)	2264867220	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	373687	450
2698536756	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Micrarchaeota archaeon_FK.AMD.2014.bin.113	BGI-shenzhen	2698536756	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1060345	1224
641522611	Archaea	Finished	Candidatus Korarchaeum cryptofilum OPF8	Candidatus Korarchaeum cryptofilum OPF8	DOE Joint Genome Institute (JGI)	641522611	Candidatus Korarchaeota	unclassified	unclassified	unclassified	Candidatus Korarchaeum	Candidatus Korarchaeum cryptofilum	1590757	1661
2636415905	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei C16	"University of Illinois, Urbana-Champaign"	2636415905	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4166241	3633
2667528122	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei YBM.F.A.1B.3	"University of Illinois, Urbana-Champaign"	2667528122	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4029805	3528
2728369302	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Euryarchaeota archaeon JdFR-20	DOE Joint Genome Institute (JGI)	2728369302	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon JdFR-20	1609686	2099
2718217642	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassified Aigarchaeota JZ bin_40	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2718217642	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1471612	1617
2681813043	Archaea	Permanent Draft	Vulcanisaeta genome project - The University of Tokyo	Vulcanisaeta sp. JCM 16161	University of Tokyo	2681813043	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCM 16161	2285660	4151
648028035	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Ignisphaera aggregans AQ1.S1, DSM 17230"	DOE Joint Genome Institute (JGI)	648028035	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera	Ignisphaera aggregans	1875953	2042
2698536763	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Micrarchaeota archaeon_FK.AMD.2014.bin.50	BGI-shenzhen	2698536763	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	798531	863
2684622715	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_C06_02	"University of Illinois, Urbana-Champaign"	2684622715	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2255808	2521
2551306704	Archaea	Draft	"Hot spring microbial communities from Yellowstone National Park, US"	Geoarchaeota NAG1 GT1 r03 (OSP_C)	DOE Joint Genome Institute (JGI)	2551306704	Candidatus Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1518019	1834
2728369490	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassfied Crenarchaeota ZZQ bin_4_3rd	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2728369490	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	2140561	2299
2728369533	Archaea	Permanent Draft	"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea"	Sulfolobus islandicus M.16.47	University of Illinois	2728369533	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2637559	3082
2687453429	Archaea	Finished	Complete genome sequence of Methanoculleus bourgensis BA1	Methanoculleus bourgensis MBBA	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2687453429	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis	2551189	2575
2508501020	Archaea	Permanent Draft	"Haloferax mucosum PA12, ATCC BAA-1512"	Haloferax mucosum PA12	San Diego State University	2508501020	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mucosum	3371699	3516
2524023236	Archaea	Draft	"Hot spring microbial communities from Yellowstone National Park, US"	NAG2_ff85-r01 (from OSP_B)	DOE Joint Genome Institute (JGI)	2524023236	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	362952	490
2516143104	Archaea	Permanent Draft	A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon	Desulfurococcus amylolyticus DSM 3822	DOE Joint Genome Institute (JGI)	2516143104	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus	1307099	1453
2657245305	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_E17 - v2 (unscreened)	DOE Joint Genome Institute (JGI)	2657245305	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-312_E17	631632	810
2711768646	Archaea	Finished	Pyrococcus chitonophagus DSM 10152 genome sequencing	Pyrococcus chitonophagus DSM 10152	University of Athens	2711768646	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	unclassified	1969648	2205
2731639175	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I.1a Thaumarchaeota archaeon SCGC AG-487_N15 (unscreened)	DOE Joint Genome Institute (JGI)	2731639175	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group I thaumarchaeote	253788	303
2663762606	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 1.H.A.1A.3	"University of Illinois, Urbana-Champaign"	2663762606	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4075943	3596
650716097	Archaea	Finished	Thermococcus sp. 4557	Thermococcus sp. 4557	Beijing Genomics Institute (BGI)	650716097	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 4557	2011320	2181
2660238247	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 1.H.M.2.4	"University of Illinois, Urbana-Champaign"	2660238247	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4068400	3606
2579779151	Archaea	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Picrophilus oshimae DSM 9789	DOE Joint Genome Institute (JGI)	2579779151	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae	1534155	1623
2728369317	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Candidatus Hydrothermarchaeota archaeon JdFR-16	DOE Joint Genome Institute (JGI)	2728369317	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Hydrothermarchaeota archaeon JdFR-16	1353114	1715
2547132064	Archaea	Permanent Draft	"Pan-genome of Methanobrevibacter smithii, in twins"	Methanobrevibacter smithii TS94C	Washington University in St. Louis	2547132064	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1910054	1868
2593339205	Archaea	Permanent Draft	Rhizosphere Grand Challenge Single Cell Sequencing	Thaumarchaeota archaeum JGI 001001-A11	DOE Joint Genome Institute (JGI)	2593339205	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	587646	718
2651870124	Archaea	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Halovenus aranensis IBRC-M10015	DOE Joint Genome Institute (JGI)	2651870124	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus	Halovenus aranensis	3287116	3426
2721755435	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassfied Crenarchaeota JZZ bin_31	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2721755435	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1399995	1541
2264867072	Archaea	Permanent Draft	GEBA-MDM	Nanoarchaeota archaeon SCGC AAA011-J2 (contamination screened) (DUSEL_001_207)	DOE Joint Genome Institute (JGI)	2264867072	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	299490	402
2534681901	Archaea	Permanent Draft	Haloterrigena thermotolerans DSM 11522	Haloterrigena thermotolerans DSM 11522	"University of California, Davis"	2534681901	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena thermotolerans	3895275	3910
2505313009	Archaea	Permanent Draft	YNP Site 19 Thermoproteales Type II	Thermoproteaceae Type II	Montana State University	2505313009	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	1772472	2414
638154519	Archaea	Finished	"Sulfolobus tokodaii 7, JCM 10545"	"Sulfolobus tokodaii 7, JCM 10545"	National Institute of Technology and Evaluation	638154519	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus tokodaii	2694756	2982
2522125074	Archaea	Finished	"Archaeoglobus sulfaticallidus PM70-1, DSM 19444"	"Archaeoglobus sulfaticallidus PM70-1, DSM 19444 (Asulf_version1)"	University of Bergen	2522125074	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus	2076931	2300
648028039	Archaea	Finished	Comparative genomics of the Archaea	"Methanohalobium evestigatum Z-7303, DSM 3721"	DOE Joint Genome Institute (JGI)	648028039	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum	2406232	2437
2724679901	Archaea	Permanent Draft	"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA"	Nitrosopumilus archaeon JGI 01_L12 (unscreened)	DOE Joint Genome Institute (JGI)	2724679901	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	unclassified	61178	81
2554235486	Archaea	Permanent Draft	Haloarchaeal genomes	"Halorubrum distributum VKM B-1733, 1-M"	"University of California, Davis"	2554235486	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum distributum	3306135	3170
2700988734	Archaea	Permanent Draft	"Anaerobic digester, formation water and tailings sand microbial communities from various locations"	Candidatus Methanosuratus petracarbonis V5	The University of Queensland	2700988734	Candidatus Verstraetearchaeota	Candidatus Methanomethylia	Candidatus Methanomethyliales	Candidatus Methanomethyliaceae	Candidatus Methanosuratus	Candidatus Methanosuratus petracarbonis	707181	1167
2734482297	Archaea	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Bathyarchaeota archaeum JGI MDM2 ZSSED05-2-L21 (unscreened)	DOE Joint Genome Institute (JGI)	2734482297	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	355234	487
2524023107	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp. SCGC AAA007-E15 (unscreened)	Marine Biological Laboratory	2524023107	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA007-E15	262003	476
2681813390	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA382M17	King Abdullah University of Science and Technology	2681813390	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA382M17	378040	436
2264867269	Archaea	Permanent Draft	GEBA-MDM	Crenarchaeota archaeon SCGC AAA471-L14 (contamination screened) (GBS-N_001_23)	DOE Joint Genome Institute (JGI)	2264867269	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	940474	1093
2588254065	Archaea	Permanent Draft	Sulfolobales archaeon AZ1	Sulfolobales archaeon AZ1	"National Autonomous University of Mexico, Cinvestav, Guanajuato"	2588254065	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	Sulfolobales archaeon AZ1	1798894	2002
2654588079	Archaea	Permanent Draft	"Marine sediment microbial communities from White Oak River estuary, North Carolina"	Crenarchaeota group archaeon SMTZ1-55	DOE Joint Genome Institute (JGI)	2654588079	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	miscellaneous Crenarchaeota group archaeon SMTZ1-55	1257002	1397
2554235510	Archaea	Permanent Draft	Haloarchaeal genomes	Haloarcula sinaiiensis BJSG-2	"University of California, Davis"	2554235510	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sinaiiensis	4405164	4394
2724679609	Archaea	Permanent Draft	"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA"	Thaumarchaeota archaea JGI 01_L6 (unscreened)	DOE Joint Genome Institute (JGI)	2724679609	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	327498	455
2509601048	Archaea	Finished	"Completing the genomic survey of haloarchaeal genomes (revised), part 2"	Natrinema pellirubrum 157	DOE Joint Genome Institute (JGI)	2509601048	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pellirubrum	4354100	4461
2684622511	Archaea	Finished	Thermococcus barophilus Genome sequencing	Thermococcus barophilus CH5	Ecole Normale Superieure de Lyon	2684622511	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus barophilus	2388527	2754
648028041	Archaea	Finished	Methanothermobacter marburgensis Marburg DSM 2133	Methanothermobacter marburgensis Marburg DSM 2133	University of Gottingen	648028041	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis	1639135	1806
2728369299	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Candidatus Bathyarchaeota archaeon JdFR-07	DOE Joint Genome Institute (JGI)	2728369299	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-07	907597	1049
2264867219	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon JGI 0000001-A7 (contamination screened) (GBS-A_001_112)	DOE Joint Genome Institute (JGI)	2264867219	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	412511	491
2671180170	Archaea	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Halopiger salifodinae CGMCC 1.12284	DOE Joint Genome Institute (JGI)	2671180170	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger salifodinae	4272165	4209
2619618944	Archaea	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Aigarchaeota archaeon JGI MDM2 JNZ-1-N15 (contamination screened)	DOE Joint Genome Institute (JGI)	2619618944	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1227065	1344
649990020	Archaea	Permanent Draft	Sulfolobus solfataricus 98/2	Sulfolobus solfataricus 98/2	Washington State University	649990020	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	2680466	3150
2681813027	Archaea	Permanent Draft	Genome sequencing of Methanobrevibacter arboriphilus JCM 9315	Methanobrevibacter arboriphilus JCM 9315	University of Tokyo	2681813027	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus	2142611	2593
2731639176	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I.1a Thaumarchaeota archaeon SCGC AG-487_N15 (contamination screened)	DOE Joint Genome Institute (JGI)	2731639176	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group I thaumarchaeote	246192	292
2684622610	Archaea	Finished	Thermococcus sp. 2319x1 Genome sequencing and assembly	Thermococcus sp. 2319x1	"University of Copenhagen, Hotzyme"	2684622610	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 2319x1	1961221	2254
2703719172	Archaea	Permanent Draft	"Freshwater wetland microbial communities from Ohio, USA, analyzing the effect of biotic and abiotic controls"	Methanoregulaceae archaeon JGI M3C4D3-001-G22 (unscreened)	DOE Joint Genome Institute (JGI)	2703719172	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	unclassified	unclassified	629575	709
2524023102	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp. SCGC AAA288-O17 (unscreened)	Marine Biological Laboratory	2524023102	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA288-O17	33117	83
2721756100	Archaea	Permanent Draft	"Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA"	Thermoplasmatales archaea JGI 01_D22 (contamination screened)	DOE Joint Genome Institute (JGI)	2721756100	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	unclassified	641470	560
2660238475	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 3.F.A.2.5	"University of Illinois, Urbana-Champaign"	2660238475	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4063523	3552
2708742542	Archaea	Draft	"Soil microbial communities from Rifle, Colorado, USA"	Candidatus Woesearchaeota archaeon RBG_13_36_6	DOE Joint Genome Institute (JGI)	2708742542	Candidatus Woesearchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Woesearchaeota archaeon RBG_13_36_6	689463	997
2684622722	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_C06_12	"University of Illinois, Urbana-Champaign"	2684622722	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2239117	2460
2551306700	Archaea	Permanent Draft	"Hot spring microbial communities from Yellowstone National Park, US"	Pyrobaculum T1 r03 (Pyrobaculum T1 r03 (Bechler))	DOE Joint Genome Institute (JGI)	2551306700	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	unclassified	771395	1080
2585427612	Archaea	Finished	Nitrososphaera viennensis EN76	Nitrososphaera viennensis EN76	University of Vienna	2585427612	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera viennensis	2527938	3185
648028062	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Vulcanisaeta distributa DSM 14429	DOE Joint Genome Institute (JGI)	648028062	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	2374137	2592
2663763426	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 3.F.T.1A.2	"University of Illinois, Urbana-Champaign"	2663763426	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4150621	3643
644736411	Archaea	Finished	Thermococcus gammatolerans EJ3	Thermococcus gammatolerans EJ3	CEA Genoscope	644736411	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus gammatolerans	2045438	2206
2524023100	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp. SCGC AAA288-N15 (unscreened)	Marine Biological Laboratory	2524023100	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA288-N15	144418	307
2547132071	Archaea	Permanent Draft	"Pan-genome of Methanobrevibacter smithii, in twins"	Methanobrevibacter smithii TS96C	Washington University in St. Louis	2547132071	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1818239	1863
2576861807	Archaea	Permanent Draft	Halostagnicola sp. A56 Genome sequencing	Halostagnicola sp. A56	Agharkar Research Institute	2576861807	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola sp. A56	4644967	4334
2547132055	Archaea	Permanent Draft	"Pan-genome of Methanobrevibacter smithii, in twins"	Methanobrevibacter smithii TS146B	Washington University in St. Louis	2547132055	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1794702	1864
2721755438	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassfied Crenarchaeota JZ bin_38	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2721755438	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1508274	1615
2585427666	Archaea	Finished	Candidatus Nitrososphaera evergladensis SR1 Genome sequencing	Candidatus Nitrososphaera evergladensis SR1	University of Florida	2585427666	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Candidatus Nitrososphaera evergladensis	2954373	3548
2556793003	Archaea	Finished	Sulfolobus acidocaldarius SUSAZ	Sulfolobus acidocaldarius SUSAZ	Macrogen	2556793003	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2061920	2228
640069318	Archaea	Finished	Diverse archaeal organisms	"Methanoculleus marisnigri JR1, DSM 1498"	DOE Joint Genome Institute (JGI)	640069318	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus marisnigri	2478101	2560
650716098	Archaea	Finished	Thermoproteus uzoniensis 768-20	Thermoproteus uzoniensis 768-20	"Russian Academy of Science, Centre Bioengineering"	650716098	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis	1936063	2224
2698536780	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Parvarchaeota archaeon_FK.AMD.2014.bin.2	BGI-shenzhen	2698536780	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	974027	1145
2728369298	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Candidatus Bathyarchaeota archaeon JdFR-08	DOE Joint Genome Institute (JGI)	2728369298	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-08	919095	1035
2636415782	Archaea	Finished	Candidatus Methanoplasma termitum Mpt1 Genome sequencing	Candidatus Methanoplasma termitum Mpt1	Goettingen Genomics Laboratory	2636415782	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Candidatus Methanoplasma	Candidatus Methanoplasma termitum	1488669	1463
2571042922	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanomicrobium mobile DSM 1539	DOE Joint Genome Institute (JGI)	2571042922	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium mobile	1711791	1686
2517572172	Archaea	Permanent Draft	Single cell draft genomes	Thermoplasmatales archaeon SCGC AB-540-F20 (unscreened)	Aarhus University	2517572172	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SCGC AB-540-F20	1037251	1271
2721755892	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassified Nanoarchaeota GMQ bin_18-2	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2721755892	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	268405	361
2634166439	Archaea	Finished	Methanosarcina barkeri CM1	Methanosarcina barkeri CM1	Pastoral Greenhouse Gas Research Consortium (PGgRc)	2634166439	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri	4501171	3878
650377985	Archaea	Finished	Vulcanisaeta moutnovskia 768-28	Vulcanisaeta moutnovskia 768-28	"Russian Academy of Science, Centre Bioengineering"	650377985	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia	2298983	2365
2531839219	Archaea	Permanent Draft	Halalkalicoccus jeotgali DSM 18796	"Halalkalicoccus jeotgali B3, DSM 18796"	"University of California, Davis"	2531839219	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	3614122	3849
