taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Genome Size   * assembled	Gene Count   * assembled
650716095	Bacteria	Finished	DOEM_782007	Thermoanaerobacterium xylanolyticum LX11, DSM 7097	DOE Joint Genome Institute JGI	650716095	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	2534358	2491
2508501108	Bacteria	Finished	Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi	Thermus thermophilus JL18	DOE Joint Genome Institute JGI	2508501108	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2311212	2508
2554235408	Bacteria	Finished	Meiothermus ruber DSM 1279 Genome sequencing	Meiothermus ruber DSM 1279	Pacific Biosciences	2554235408	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Meiothermus	3098881	3109
640753037	Bacteria	Finished	Nitratiruptor sp. SB1552	Nitratiruptor sp. SB1552	Japan Agency for MarineEarth Science and Technology	640753037	Proteobacteria	Epsilonproteobacteria	unclassified	unclassified	Nitratiruptor	1877931	1912
649633026	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Calditerrivibrio nitroreducens Yu371, DSM 19672	DOE Joint Genome Institute JGI	649633026	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	2216552	2177
2517093030	Bacteria	Finished	Melioribacter roseus P3M	Melioribacter roseus P3M	Russian Academy of Science, Centre Bioengineering	2517093030	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	3300414	2888
637000312	Bacteria	Finished	Hot spring microbial mat cyanobacterial strain	Synechococcus sp. JA23Ba213	J. Craig Venter Institute JCVI	637000312	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	3046682	2947
2506210034	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. HO	DOE Joint Genome Institute JGI	2506210034	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	1552931	1672
640427128	Bacteria	Finished	Pelotomaculum thermopropionicum SI	Pelotomaculum thermopropionicum SI	ANRT	640427128	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	3025375	3018
648028053	Bacteria	Finished	Spirochaeta thermophila DSM 6192	Spirochaeta thermophila DSM 6192	University of Gottingen	648028053	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	2472645	2255
649633048	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Geobacillus sp. Y412MC52	DOE Joint Genome Institute JGI	649633048	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3673940	3750
2627853791	Bacteria	Finished	Complete genome sequence of T. sp. strain RQ7	Thermotoga sp. RQ7	Bowling Green State University, BGI Americas	2627853791	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1851618	1906
2522125167	Bacteria	Finished	C. stercorarium	Clostridium stercorarium stercorarium DSM 8532	Goettingen Genomics Laboratory	2522125167	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	2974379	2744
650716039	Bacteria	Finished	Novel Microbial Enzymes	Parageobacillus thermoglucosidasius C56YS93	DOE Joint Genome Institute JGI	650716039	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	3993793	4135
2505679008	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Flexistipes sinusarabici MAS10, DSM 4947	DOE Joint Genome Institute JGI	2505679008	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	2526590	2399
641522656	Bacteria	Finished	MetalReducing Microorganisms	Thermoanaerobacter sp. X514	DOE Joint Genome Institute JGI	641522656	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2457259	2467
637000322	Bacteria	Finished	Thermus thermophilus HB27	Thermus thermophilus HB27	University of Gottingen	637000322	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2127482	2273
2516143122	Bacteria	Finished	Lebetimonas sequencing project  Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JS032	Marine Biological Laboratory	2516143122	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	1709134	1913
643348557	Bacteria	Finished	Halothermothrix orenii DSM 9562	Halothermothrix orenii H 168	DOE Joint Genome Institute JGI	643348557	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halothermothrix	2578146	2432
643692023	Bacteria	Finished	DOEM_782017	Exiguobacterium sp. AT1b	DOE Joint Genome Institute JGI	643692023	Firmicutes	Bacilli	Bacillales	unclassified	Exiguobacterium	2999895	3138
2506485007	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor lactoaceticus 6A, DSM 9545	DOE Joint Genome Institute JGI	2506485007	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2674809	2549
2516143125	Bacteria	Finished	Lebetimonas sequencing project  Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JS138	Marine Biological Laboratory	2516143125	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	1688674	1882
646564546	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Meiothermus silvanus VIR2, DSM 9946	DOE Joint Genome Institute JGI	646564546	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Meiothermus	3721669	3720
648028061	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermosediminibacter oceani JW/IW1228P, DSM 16646	DOE Joint Genome Institute JGI	648028061	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermosediminibacter	2280035	2348
2505679078	Bacteria	Finished	Compost FeedstockAdapted Isolates	Rhodothermus marinus SG0.5JP17172	DOE Joint Genome Institute JGI	2505679078	Bacteroidetes	unclassified	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	3334122	2968
643348543	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Dictyoglomus turgidum DSM 6724	DOE Joint Genome Institute JGI	643348543	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	1855560	1865
649633024	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor kronotskyensis 2002	DOE Joint Genome Institute JGI	649633024	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2843785	2642
642555142	Bacteria	Finished	DD_777813	Natranaerobius thermophilus JW/NMWNLF	DOE Joint Genome Institute JGI	642555142	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	3191453	2970
650716003	Bacteria	Finished	Acidithiobacillus caldus SM1	Acidithiobacillus caldus SM1	Chinese National Human Genome Center at Shanghai	650716003	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	3237599	3239
643348508	Bacteria	Finished	Anoxybacillus flavithermus WK1, DSM 2641	Anoxybacillus flavithermus WK1, DSM 2641	University of Hawaii	643348508	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	2846746	2933
2506210035	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. 3684 Finished QAed	DOE Joint Genome Institute JGI	2506210035	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	1552775	1667
2503508009	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Mahella australiensis 501 BON, DSM 15567	DOE Joint Genome Institute JGI	2503508009	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	3135972	3033
649633104	Bacteria	Finished	CSP_787568, Autotrophic, Thermophilic bacterium	Thermovibrio ammonificans HB1	DOE Joint Genome Institute JGI	649633104	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	1759526	1888
649633005	Bacteria	Finished	Anaerolinea thermophila UNI1	Anaerolinea thermophila UNI1	National Institute of Technology and Evaluation	649633005	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	3532378	3224
646311930	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Geobacillus sp. Y412MC61	DOE Joint Genome Institute JGI	646311930	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3667901	3718
646311962	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermobaculum terrenum YNP1, ATCC BAA798	DOE Joint Genome Institute JGI	646311962	Chloroflexi	Thermobacula	Thermobaculales	Thermobaculaceae	Thermobaculum	3101581	2933
2507262044	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. SN	DOE Joint Genome Institute JGI	2507262044	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	1552931	1663
2761201727	Eukaryota	Finished	Genome sequencing of thermophilic and alkalophilic fungi	Thermothelomyces thermophila ATCC 42464	DOE Joint Genome Institute JGI	2761201727	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	38744216	9110
