taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2657245244	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-312_C19v2 contamination screened	DOE Joint Genome Institute JGI	2657245244	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-312_C19		537099	685	
2740891991	Archaea	Draft	Marine sediment microbial community from Lokis castle Arctic Ocean	Candidatus Heimdallarchaeota archaeon LC_2	Uppsala University	2740891991	Candidatus Heimdallarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Heimdallarchaeota archaeon LC_2		4842654	4739	
2619618869	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halobellus limi CGMCC 110331	DOE Joint Genome Institute JGI	2619618869	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus limi		3735964	3747	
650716055	Archaea	Finished	CSP_787660 Methanoarchaea	Methanothermococcus okinawensis IH1	DOE Joint Genome Institute JGI	650716055	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis	Thermophile	1677455	1672	
646311906	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Archaeoglobus profundus Av18 DSM 5631	DOE Joint Genome Institute JGI	646311906	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus profundus	Hyperthermophile	1563423	1911	
640753014	Archaea	Finished	Acidic Peat Bog methanogen	Methanoregula boonei 6A8	DOE Joint Genome Institute JGI	640753014	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula boonei	Mesophile	2542943	2518	
2508501018	Archaea	Permanent Draft	Haloarcula vallismortis JF 54 ATCC 29715	Haloarcula vallismortis JF 54	San Diego State University	2508501018	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula vallismortis		3930055	4168	
638154512	Archaea	Finished	Picrophilus torridus DSM 9790	Picrophilus torridus DSM 9790	University of Gottingen ANRT Technical University of Hamburg	638154512	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus torridus	Thermophile	1545895	1605	
2503044002	Archaea	Permanent Draft	Desulfurococcales archaeon	Desulfurococcales archaeon		2503044002	Crenarchaeota	Thermoprotei	Desulfurococcales	unclassified	unclassified	unclassified		1711839	2093	
638154502	Archaea	Finished	Archaeoglobus fulgidus VC-16 DSM 4304	Archaeoglobus fulgidus VC-16 DSM 4304	J Craig Venter Institute JCVI	638154502	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	Hyperthermophile	2178400	2519	
2524023237	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	NAG2_ff85-r02 from OSP_C	US Department of Energy DOE	2524023237	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		1558815	1804	
2698536779	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Parvarchaeota archaeon_FKAMD2010bin6	BGI-shenzhen	2698536779	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		746396	908	
2502545036	Archaea	Permanent Draft	Candidatus Nitrosopumilus sp BD31	Candidatus Nitrosopumilus sp BD31 assembly_A1_100119	J Craig Venter Institute JCVI	2502545036	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp	Mesophile	1754298	2338	
2657244981	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HM22	University of Illinois Urbana-Champaign	2657244981	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4079868	3578	
2627853658	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina sp WH1	University of Illinois Urbana-Champaign	2627853658	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp WH1		3914091	3520	
2654587961	Archaea	Permanent Draft	Marine sediment microbial communities from White Oak River estuary North Carolina	Crenarchaeota group-1 archaeon SG8-32-3	DOE Joint Genome Institute JGI	2654587961	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	miscellaneous Crenarchaeota group-1 archaeon SG8-32-3		668322	740	
2576861808	Archaea	Permanent Draft	Methanoculleus sp MH98A Genome sequencing	Methanoculleus sp MH98A	Agharkar Research Institute	2576861808	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp MH98A		2542436	2370	
2516653072	Archaea	Permanent Draft	Completing the genomic survey of haloarchaeal genomes revised part 1	Haladaptatus paucihalophilus DX253	DOE Joint Genome Institute JGI	2516653072	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	Mesophile	4317540	4489	
2554235503	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum hochstenium 1-13-28	University of California Davis	2554235503	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum hochstenium	Mesophile	3037532	2980	
2667528102	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei YBMHM1A3	University of Illinois Urbana-Champaign	2667528102	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4073693	3618	
2721755443	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Sulfolobus sp ZZQ bin_3_2nd	Beijing Novogene Bioinformatics Technology Co Ltd	2721755443	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	unclassified		2149866	2450	
2687453664	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-312_O02v2 unscreened	DOE Joint Genome Institute JGI	2687453664	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-312_O02		134549	183	
2627854249	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Seas brine pools	Marine Group I thaumarchaeote SCGC AAA799-B03 unscreened	King Abdullah University of Science and Technology	2627854249	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AAA799-B03		1003945	1376	
648028003	Archaea	Finished	Acidilobus saccharovorans 345-15	Acidilobus saccharovorans 345-15	Russian Academy of Science Centre Bioengineering	648028003	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus	Acidilobus saccharovorans	Hyperthermophile	1496453	1547	
2617270925	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Natronorubrum sediminis CGMCC 18981	DOE Joint Genome Institute JGI	2617270925	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum sediminis		3782545	3738	
2648501262	Archaea	Finished	Genome sequencing of Sulfolobus solfataricus strains - University of Nebraska-Lincoln	Sulfolobus solfataricus SULA	University of Nebraska-Lincoln	2648501262	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus		2727337	3074	
640069332	Archaea	Finished	Diverse archaeal organisms	Staphylothermus marinus F1 DSM 3639	DOE Joint Genome Institute JGI	640069332	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus marinus	Hyperthermophile	1570485	1659	
2657245301	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AD-305-F05 - v2 unscreened	DOE Joint Genome Institute JGI	2657245301	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-305-F05		1243712	1591	
2660238774	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-312_N11 - v2 unscreened	DOE Joint Genome Institute JGI	2660238774	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-312_N11		150490	193	
2708742546	Archaea	Draft	Soil microbial communities from Rifle Colorado USA	Euryarchaeota archaeon RBG_13_57_23	DOE Joint Genome Institute JGI	2708742546	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon RBG_13_57_23		1520809	1529	
2698536756	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_FKAMD2014bin113	BGI-shenzhen	2698536756	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1060345	1224	
2636415780	Archaea	Finished	Complete Genome Sequence of the Hydrogenotrophic Archaeon Methanobacterium sp Isolated from a Production-Scale Biogas Plant	Methanobacterium sp MB1	Bielefeld University	2636415780	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp MB1		2029766	2068	
640753035	Archaea	Finished	5 mesophilic methanococci Proposal  0179-051115	Methanococcus maripaludis C7	DOE Joint Genome Institute JGI	640753035	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Mesophile	1772694	1858	
2740891988	Archaea	Draft	Estuarine sediment microbial communities from White Oak River Estuary North Carolina USA	Thermoplasmatales archaeon SG8-52-2	University of Texas	2740891988	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SG8-52-2		1355901	1375	
2693429898	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Halohasta litchfieldiae DSM 22187	DOE Joint Genome Institute JGI	2693429898	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halohasta	Halohasta litchfieldiae		3284590	3489	
2728369331	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-34	DOE Joint Genome Institute JGI	2728369331	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-34		1088064	1223	
2264867000	Archaea	Permanent Draft	GEBA-MDM	Crenarchaeota archaeon SCGC AAA471-O08 contamination screened GBS-N_001_29	DOE Joint Genome Institute JGI	2264867000	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1149914	1287	
2703719173	Archaea	Permanent Draft	Freshwater wetland microbial communities from Ohio USA analyzing the effect of biotic and abiotic controls	Methanoregulaceae archaeon JGI M3C4D3-001-G22 contamination screened	DOE Joint Genome Institute JGI	2703719173	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	unclassified	Methanoregulaceae archaeon JGI M3C4D3-001-G22		224654	253	
2551306705	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Sulfolobales MK5 r01 OSP_D	US Department of Energy DOE	2551306705	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified		1723304	1944	
2565956561	Archaea	Finished	Methanogenic Thermoplasmatales-affiliated Archaea	Thermoplasmatales archaeon BRNA1	Commonwealth Scientific and Industrial Research Organisation CSIRO	2565956561	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon BRNA1		1461105	1577	
644736412	Archaea	Finished	Thermococcus sibiricus MM 739	Thermococcus sibiricus MM 739	Russian Academy of Science Centre Bioengineering	644736412	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sibiricus	Hyperthermophile	1845800	2085	
640753034	Archaea	Finished	5 mesophilic methanococci Proposal  0179-051115	Methanococcus aeolicus Nankai-3	DOE Joint Genome Institute JGI	640753034	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus	Mesophile	1569500	1554	
2684622724	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_02	University of Illinois Urbana-Champaign	2684622724	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2240112	2466	
2728369330	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-32	DOE Joint Genome Institute JGI	2728369330	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-32		1966558	2194	
2527291507	Archaea	Permanent Draft	GEBA-MDM	Nanoarchaeota archaeon SCGC AAA011-L22 contamination screened Combined_Assembly_DUSEL4_1__DUSEL4	DOE Joint Genome Institute JGI	2527291507	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1143895	1552	
2758568020	Archaea	Finished	Thermococcales genome sequencing	Thermococcus chitonophagus GC74	Ecole Normale Superieure de Lyon	2758568020	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus chitonophagus		1961979	2283	
2518645582	Archaea	Permanent Draft	Methanomassiliicoccus luminyensis B10	Methanomassiliicoccus luminyensis B10	Aix-Marseille University	2518645582	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Methanomassiliicoccus luminyensis		2620233	2669	
2518645513	Archaea	Permanent Draft	Hypersaline water metagenomes of microbial communities from Lake Tyrrell Victoria Australia	uncultured archaeon A07HR60	J Craig Venter Institute JCVI	2518645513	Euryarchaeota	Halobacteria	unclassified	unclassified	unclassified	unclassified		2876249	2916	
2687453667	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-337_N04v2 unscreened	DOE Joint Genome Institute JGI	2687453667	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-337_N04		155563	204	
2728369294	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Methanothermococcus sp JdFR-03	DOE Joint Genome Institute JGI	2728369294	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus sp JdFR-03		1476247	1617	
638154504	Archaea	Finished	Halobacterium sp NRC-1	Halobacterium salinarum NRC-1	University of Massachusetts University of Washington	638154504	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	Mesophile	2571010	2728	
2529293100	Archaea	Permanent Draft	Halobiforma lacisalsi AJ5 JCM 12983	Halobiforma lacisalsi AJ5 JCM 12983	University of California Davis	2529293100	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma lacisalsi	Mesophile	4338576	4199	
2630968669	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina barkeri Wiesmoor	University of Illinois Urbana-Champaign	2630968669	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri		4907186	4143	
641522611	Archaea	Finished	Candidatus Korarchaeum cryptofilum OPF8	Candidatus Korarchaeum cryptofilum OPF8	DOE Joint Genome Institute JGI	641522611	Candidatus Korarchaeota	unclassified	unclassified	unclassified	Candidatus Korarchaeum	Candidatus Korarchaeum cryptofilum	Mesophile	1590757	1661	
2698536776	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_YNPOPbin241	BGI-shenzhen	2698536776	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		726950	794	
2627853629	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina sp Kolksee	University of Illinois Urbana-Champaign	2627853629	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp Kolksee		4553495	3809	
2547132063	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii in twins	Methanobrevibacter smithii TS94B	Washington University in St Louis	2547132063	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	1886020	1912	
2660238001	Archaea	Finished	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-09	University of Illinois Urbana-Champaign	2660238001	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2220582	2458	
2758568021	Archaea	Finished	Thermococcales genome sequencing	Thermococcus radiotolerans EJ2	Ecole Normale Superieure de Lyon	2758568021	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus radiotolerans		1868990	2099	
2758568027	Archaea	Finished	Thermococcales genome sequencing	Thermococcus profundus DT 5432	Ecole Normale Superieure de Lyon	2758568027	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus profundus		2043143	2205	
2636415905	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei C16	University of Illinois Urbana-Champaign	2636415905	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4166241	3633	
2667528009	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 3HA1A2	University of Illinois Urbana-Champaign	2667528009	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4087907	3595	
2634166658	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AC-665-D05 unscreened	DOE Joint Genome Institute JGI Bigelow Laboratory Single Cell Genomics Center SCGC	2634166658	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-665-D05		521681	630	
2718217700	Archaea	Finished	Halodesulfurarchaeum formicicum HSR6 Genome sequencing	Halodesulfurarchaeum formicicum HSR6	Baltic Federal University	2718217700	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum		2085946	2190	
2681813051	Archaea	Finished	Nanoarchaeota archaeon 7A Genome sequencing	Nanoarchaeota archaeon 7A	Oak Ridge National Laboratory	2681813051	Nanoarchaeota	unclassified	Nanoarchaeales	Nanopusillaceae	Candidatus Nanopusillus	Candidatus Nanopusillus acidilobi		605887	710	
2728369528	Archaea	Draft	Acid Mine Drainage AMD microbial and viral communities from Richmond mine Iron Mountain CA	Thermoplasmatales archaeon A-plasma	US Department of Energy DOE	2728369528	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon A-plasma		1954892	2303	
2547132061	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii in twins	Methanobrevibacter smithii TS147C	Washington University in St Louis	2547132061	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Mesophile	1973030	2070	
2627853861	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei S-6	University of Illinois Urbana-Champaign	2627853861	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4142816	3625	
2695421019	Archaea	Draft	Methane metabolism in the archaeal phylum Bathyarchaeota revealed by genome-centric metagenomics	Candidatus Bathyarchaeota archaeon BA1	University of Queensland	2695421019	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon BA1		1931714	2494	
2630968322	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Seas brine pools	Marine Group I thaumarchaeote SCGC AAA799-P11 unscreened	King Abdullah University of Science and Technology	2630968322	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AAA799-P11		1081049	1460	
2684622702	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-08	University of Illinois Urbana-Champaign	2684622702	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2223532	2464	
2518645532	Archaea	Finished	Candidatus Nitrosopumilus koreensis AR1	Candidatus Nitrosopumilus koreensis AR1	Chungbuk National University	2518645532	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus koreensis		1639964	1931	
2681813117	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HA21	University of Illinois Urbana-Champaign	2681813117	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		3979315	3517	
2770939652	Archaea	Permanent Draft	Metagenomes from anaerobic digester of solid waste	unclassified archaea BinDm68	University of Toronto	2770939652	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		2339919	2530	
2627853696	Archaea	Finished	Candidatus Nitrosopumilus piranensis D3C Genome sequencing	Candidatus Nitrosopumilus piranensis D3C	University of Vienna	2627853696	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus piranensis		1713078	2186	
2667528122	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei YBMFA1B3	University of Illinois Urbana-Champaign	2667528122	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4029805	3528	
2510065051	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes revised part 1	Halostagnicola larsenii XH-48 DSM 17691	DOE Joint Genome Institute JGI	2510065051	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii	Mesophile	4131276	4177	
2511231053	Archaea	Finished	Thermococcus sp AM4	Thermococcus sp AM4	J Craig Venter Institute JCVI	2511231053	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp AM4	Thermophile	2086428	2272	
2634166682	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AD-103-C20 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC DOE Joint Genome Institute JGI	2634166682	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-103-C20		857751	1097	
2728369534	Archaea	Finished	Sulfolobus sp A20 Genome sequencing	Sulfolobus sp A20	Institute of Microbiology Chinese Academy of Sciences	2728369534	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp A20		2688317	2767	
2588253768	Archaea	Finished	Archaeoglobus fulgidus DSM 8774 Genome sequencing	Archaeoglobus fulgidus DSM 8774	Leibniz Institute University of Bergen	2588253768	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	Thermophile	2316287	2613	
2524023128	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp SCGC AAA288-K05 unscreened	Marine Biological Laboratory	2524023128	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA288-K05		286399	502	
2684622707	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius GG12-C01-14	University of Illinois Urbana-Champaign	2684622707	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2217527	2459	
2540341082	Archaea	Finished	Natronomonas moolapensis 8811 DSM 18674	Natronomonas moolapensis 8811 DSM 18674	Max Planck Institute	2540341082	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas moolapensis	Mesophile	2912573	2799	
2527291500	Archaea	Permanent Draft	GEBA-MDM	Thaumarchaeota archaeon SCGC AAA007-O23 contamination screened TG_002_783	DOE Joint Genome Institute JGI	2527291500	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1104502	1399	
2757320861	Archaea	Finished	Genome sequencing of Methanopyrus sp KOL6	Methanopyrus sp KOL6	Zhejiang University	2757320861	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp KOL6		1430309	1573	
2740891998	Archaea	Finished	Halorientalis sp IM1011 Genome sequencing	Halorientalis sp IM1011	Institute of Microbiology Chinese Academy of Sciences	2740891998	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp IM1011		3778989	4038	
2713897305	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC SAG AG-538-B19	Bigelow Laboratory Single Cell Genomics Center SCGC	2713897305	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		588961	690	
2654588138	Archaea	Permanent Draft	The Hungate 1000 A catalogue of reference genomes from the rumen microbiome	Methanobrevibacter gottschalkii DSM 11978	DOE Joint Genome Institute JGI	2654588138	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter gottschalkii		1864477	1942	
2554235481	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax alexandrinus JCM 10717	University of California Davis	2554235481	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax alexandrinus	Mesophile	3649262	3684	
2654588132	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Thermococcus thioreducens OGL-20	DOE Joint Genome Institute JGI	2654588132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus thioreducens		2067115	2390	
2700988736	Archaea	Permanent Draft	Anaerobic digester formation water and tailings sand microbial communities from various locations	Candidatus Methanomethylicus mesodigestum V2	The University of Queensland	2700988736	Candidatus Verstraetearchaeota	Candidatus Methanomethylia	Candidatus Methanomethyliales	Candidatus Methanomethyliaceae	Candidatus Methanomethylicus	Candidatus Methanomethylicus mesodigestum		1637224	1802	
