RefSoil.ID	Phylum	Class	Order	Family	Genus	Species	RefSoil	Aggregate	Size
1273	RefSoil_415	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans	RefSoil	Genome.P	5262222
1274	RefSoil_416	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	Gallionella capsiferriformans	RefSoil	Genome.P	3162471
1275	RefSoil_417	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4027676
1276	RefSoil_418	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	RefSoil	Genome.P	5394883
1277	RefSoil_419	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya dadantii	RefSoil	Genome.P	4922802
1278	RefSoil_42	Actinobacteria	Actinobacteria	Micrococcales		Tropheryma	Tropheryma whipplei	RefSoil	Genome.P	927303
1279	RefSoil_420	Cyanobacteria		Chroococcales		Cyanothece		RefSoil	Genome.P	7841948
1280	RefSoil_421	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	RefSoil	Genome.P	2843290
1281	RefSoil_422	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas elongata	RefSoil	Genome.P	4061296
1282	RefSoil_423	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter		RefSoil	Genome.P	2456520
1283	RefSoil_424	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3980199
1284	RefSoil_425	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium		RefSoil	Genome.P	2715461
1285	RefSoil_426	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter lignolyticus	RefSoil	Genome.P	4814049
1286	RefSoil_427	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	RefSoil	Genome.P	6238510
1287	RefSoil_428	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	Stigmatella aurantiaca	RefSoil	Genome.P	10260756
1288	RefSoil_429	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare	RefSoil	Genome.P	3288404
1289	RefSoil_43	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4791961
1290	RefSoil_430	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter polytropus	RefSoil	Genome.P	3132314
1291	RefSoil_431	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus atrophaeus	RefSoil	Genome.P	4168266
1292	RefSoil_432	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans	RefSoil	Genome.P	7359146
1293	RefSoil_433	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium		RefSoil	Genome.P	2613117
1294	RefSoil_434	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	Leadbetterella byssophila	RefSoil	Genome.P	4059653
1295	RefSoil_435	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus	RefSoil	Genome.P	1243342
1296	RefSoil_436	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus equi	RefSoil	Genome.P	5043170
1297	RefSoil_437	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia		RefSoil	Genome.P	8815781
1298	RefSoil_438	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia rhizoxinica	RefSoil	Genome.P	3750138
1299	RefSoil_439	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylovorus		RefSoil	Genome.P	2862391
1300	RefSoil_44	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	RefSoil	Genome.P	6293399
1301	RefSoil_440	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	Paludibacter propionicigenes	RefSoil	Genome.P	3685504
1302	RefSoil_441	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		RefSoil	Genome.P	6962533
1303	RefSoil_442	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	RefSoil	Genome.P	4308776
1304	RefSoil_443	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cellulosilyticus	RefSoil	Genome.P	4681672
1305	RefSoil_444	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter marianensis	RefSoil	Genome.P	2844696
1306	RefSoil_445	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus albus	RefSoil	Genome.P	4482087
1307	RefSoil_446	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	RefSoil	Genome.P	5404117
1308	RefSoil_447	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio aespoeensis	RefSoil	Genome.P	3629109
1309	RefSoil_448	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	RefSoil	Genome.P	4835713
1310	RefSoil_449	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas suwonensis	RefSoil	Genome.P	3419049
1311	RefSoil_45	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5427083
1312	RefSoil_450	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	RefSoil	Genome.P	3498530
1313	RefSoil_451	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus	RefSoil	Genome.P	1314639
1314	RefSoil_452	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis	RefSoil	Genome.P	5095226
1315	RefSoil_453	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus	RefSoil	Genome.P	3851869
1316	RefSoil_454	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter		RefSoil	Genome.P	5277406
1317	RefSoil_455	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4093599
1318	RefSoil_456	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella		RefSoil	Genome.P	5614252
1319	RefSoil_457	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	7253494
1320	RefSoil_458	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans	RefSoil	Genome.P	4535320
1321	RefSoil_459	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia	RefSoil	Genome.P	2298983
1322	RefSoil_46	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	RefSoil	Genome.P	2812094
1323	RefSoil_460	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus proteolyticus	RefSoil	Genome.P	2886836
1324	RefSoil_461	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	RefSoil	Genome.P	3765936
1325	RefSoil_462	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans	RefSoil	Genome.P	4635236
1326	RefSoil_463	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		RefSoil	Genome.P	2583753
1327	RefSoil_464	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas		RefSoil	Genome.P	3337023
1328	RefSoil_465	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans	RefSoil	Genome.P	7303989
1329	RefSoil_466	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis	RefSoil	Genome.P	1936063
1330	RefSoil_467	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	RefSoil	Genome.P	9052299
1331	RefSoil_468	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	RefSoil	Genome.P	6843248
1332	RefSoil_469	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	RefSoil	Genome.P	3207592
1333	RefSoil_47	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	RefSoil	Genome.P	4751080
1334	RefSoil_470	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	RefSoil	Genome.P	2028815
1335	RefSoil_471	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis	RefSoil	Genome.P	2694139
1336	RefSoil_472	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus		RefSoil	Genome.P	1861320
1337	RefSoil_473	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis	RefSoil	Genome.P	3135972
1338	RefSoil_474	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia		RefSoil	Genome.P	6685842
1339	RefSoil_475	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum nigrificans	RefSoil	Genome.P	2892255
1340	RefSoil_476	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	RefSoil	Genome.P	5442880
1341	RefSoil_477	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum kuznetsovii	RefSoil	Genome.P	3601386
1342	RefSoil_478	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium	RefSoil	Genome.P	3855671
1343	RefSoil_479	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia	RefSoil	Genome.P	4059867
1344	RefSoil_48	Cyanobacteria	Gloeobacteria	Gloeobacterales		Gloeobacter	Gloeobacter violaceus	RefSoil	Genome.P	4659019
1345	RefSoil_480	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		RefSoil	Genome.P	5313905
1346	RefSoil_481	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis	RefSoil	Genome.P	3969014
1347	RefSoil_482	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	7140471
1348	RefSoil_483	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum	RefSoil	Genome.P	4573221
1349	RefSoil_484	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae	RefSoil	Genome.P	1787941
1350	RefSoil_485	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	RefSoil	Genome.P	3073079
1351	RefSoil_486	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus	RefSoil	Genome.P	5683123
1352	RefSoil_487	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia		RefSoil	Genome.P	5340989
1353	RefSoil_488	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum	RefSoil	Genome.P	6884444
1354	RefSoil_489	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae	RefSoil	Genome.P	2138444
1355	RefSoil_49	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	RefSoil	Genome.P	5467640
1356	RefSoil_490	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis	RefSoil	Genome.P	4070193
1357	RefSoil_491	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans	RefSoil	Genome.P	2606374
1358	RefSoil_492	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	RefSoil	Genome.P	3896074
1359	RefSoil_493	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	RefSoil	Genome.P	4145581
1360	RefSoil_494	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	RefSoil	Genome.P	8663821
1361	RefSoil_495	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella		RefSoil	Genome.P	2035931
1362	RefSoil_496	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga thermarum	RefSoil	Genome.P	2039943
1363	RefSoil_497	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium		RefSoil	Genome.P	4757528
1364	RefSoil_498	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	RefSoil	Genome.P	8480857
1365	RefSoil_499	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	RefSoil	Genome.P	5984790
1366	RefSoil_5	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	RefSoil	Genome.P	2731750
1367	RefSoil_50	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	RefSoil	Genome.P	3782950
1368	RefSoil_500	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		RefSoil	Genome.P	1877273
1369	RefSoil_501	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium africanum	RefSoil	Genome.P	4389314
1370	RefSoil_502	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	RefSoil	Genome.P	2571406
1371	RefSoil_503	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	RefSoil	Genome.P	1746697
1372	RefSoil_504	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	RefSoil	Genome.P	5186898
1373	RefSoil_505	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella pinnipedialis	RefSoil	Genome.P	3399268
1374	RefSoil_506	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	RefSoil	Genome.P	3433007
1375	RefSoil_507	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	RefSoil	Genome.P	3207552
1376	RefSoil_508	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	RefSoil	Genome.P	4544477
1377	RefSoil_509	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		RefSoil	Genome.P	7414440
1378	RefSoil_51	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi	RefSoil	Genome.P	6112448
1379	RefSoil_510	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceusniger	RefSoil	Genome.P	11138313
1380	RefSoil_511	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		RefSoil	Genome.P	4348133
1381	RefSoil_512	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiophilum	RefSoil	Genome.P	3563292
1382	RefSoil_513	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania		RefSoil	Genome.P	4332995
1383	RefSoil_514	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	RefSoil	Genome.P	3552226
1384	RefSoil_515	Acidobacteria	Blastocatellia			Chloracidobacterium	Chloracidobacterium thermophilum	RefSoil	Genome.P	3695372
1385	RefSoil_516	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus	RefSoil	Genome.P	2481983
1386	RefSoil_517	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4207222
1387	RefSoil_518	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	RefSoil	Genome.P	1841542
1388	RefSoil_519	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae	RefSoil	Genome.P	8783278
1389	RefSoil_52	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira interrogans	RefSoil	Genome.P	4627366
1390	RefSoil_520	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cattleya	RefSoil	Genome.P	8092553
1391	RefSoil_521	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pratensis	RefSoil	Genome.P	7656104
1392	RefSoil_522	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas spadix	RefSoil	Genome.P	3452554
1393	RefSoil_523	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	RefSoil	Genome.P	1999646
1394	RefSoil_525	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare	RefSoil	Genome.P	3162432
1395	RefSoil_526	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	RefSoil	Genome.P	4798091
1396	RefSoil_527	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	RefSoil	Genome.P	11936683
1397	RefSoil_528	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	RefSoil	Genome.P	5863081
1398	RefSoil_529	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium rhodesiae	RefSoil	Genome.P	6415739
1399	RefSoil_53	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila	RefSoil	Genome.P	2414465
1400	RefSoil_530	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Niastella koreensis	RefSoil	Genome.P	9033684
1401	RefSoil_531	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	RefSoil	Genome.P	5974109
1402	RefSoil_532	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira oryzae	RefSoil	Genome.P	3806980
1403	RefSoil_533	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense	RefSoil	Genome.P	7530241
1404	RefSoil_534	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus	RefSoil	Genome.P	3437906
1405	RefSoil_535	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	RefSoil	Genome.P	6846400
1406	RefSoil_536	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	8896411
1407	RefSoil_537	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] clariflavum	RefSoil	Genome.P	4897678
1408	RefSoil_538	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio africanus	RefSoil	Genome.P	4200534
1409	RefSoil_539	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis	RefSoil	Genome.P	6237577
1410	RefSoil_54	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus torridus	RefSoil	Genome.P	1545895
1411	RefSoil_540	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae	RefSoil	Genome.P	6083395
1412	RefSoil_541	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5552031
1413	RefSoil_542	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5288498
1414	RefSoil_543	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	RefSoil	Genome.P	4019861
1415	RefSoil_544	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	RefSoil	Genome.P	2395441
1416	RefSoil_545	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	RefSoil	Genome.P	2485519
1417	RefSoil_546	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	RefSoil	Genome.P	2499189
1418	RefSoil_547	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3359001
1419	RefSoil_548	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	RefSoil	Genome.P	6631846
1420	RefSoil_549	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis	RefSoil	Genome.P	4908144
1421	RefSoil_55	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5228663
1422	RefSoil_550	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	RefSoil	Genome.P	2008249
1423	RefSoil_551	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	RefSoil	Genome.P	6845832
1424	RefSoil_552	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4637962
1425	RefSoil_553	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4949783
1426	RefSoil_554	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4879400
1427	RefSoil_555	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4964097
1428	RefSoil_556	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	5067451
1429	RefSoil_557	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	5069994
1430	RefSoil_558	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4911145
1431	RefSoil_559	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	RefSoil	Genome.P	6194645
1432	RefSoil_56	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		RefSoil	Genome.P	3598621
1433	RefSoil_560	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii	RefSoil	Genome.P	4044777
1434	RefSoil_561	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia polyisoprenivorans	RefSoil	Genome.P	5844299
1435	RefSoil_562	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	RefSoil	Genome.P	8739048
1436	RefSoil_563	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens	RefSoil	Genome.P	4875340
1437	RefSoil_564	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	RefSoil	Genome.P	5402402
1438	RefSoil_565	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	RefSoil	Genome.P	5409696
1439	RefSoil_566	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	RefSoil	Genome.P	5501090
1440	RefSoil_567	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides	RefSoil	Genome.P	10080619
1441	RefSoil_568	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	RefSoil	Genome.P	2337657
1442	RefSoil_569	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	RefSoil	Genome.P	2378438
1443	RefSoil_570	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4970096
1444	RefSoil_571	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Rahnella aquatilis	RefSoil	Genome.P	5656799
1445	RefSoil_572	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	Pararhodospirillum photometricum	RefSoil	Genome.P	3876289
1446	RefSoil_573	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	RefSoil	Genome.P	4242774
